,gbifID,type,format,URL,group,Common Name,Scientific Name,Type,id
7471,779860379,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_17_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860379
7472,779860378,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_16_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860378
7473,779860377,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_15_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860377
7474,779860376,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_14_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860376
7475,779860375,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_13_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860375
7476,779860374,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_12_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860374
7477,779860373,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_11_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860373
7478,779860372,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0094_10_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860372
7479,779860371,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_09_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860371
7480,779860370,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_08_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860370
7481,779860369,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_07_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860369
7482,779860368,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_06_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860368
7483,779860367,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_05_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860367
7484,779860366,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_04_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860366
7485,779860365,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_03_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860365
7486,779860364,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_02_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860364
7487,779860363,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_01_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860363
7488,779860362,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_15_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860362
7489,779860361,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_14_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860361
7490,779860360,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_13_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860360
7491,779860359,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_12_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860359
7492,779860358,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_11_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860358
7493,779860357,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Co0093_10_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860357
7494,779860356,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0036_09_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860356
7495,779860355,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0036_08_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860355
7496,779860353,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0036_06_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860353
7497,779860352,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0036_05_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860352
7498,779860351,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0036_03_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860351
7499,779860350,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0036_01_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860350
7500,779860349,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0036_10_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860349
7501,779860348,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0035_08_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860348
7502,779860347,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0035_07_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860347
7503,779860346,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0035_06_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860346
7504,779860345,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0035_04_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860345
7505,779860344,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0035_03_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860344
7506,779860343,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0035_02_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860343
7507,779860342,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_08_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860342
7508,779860341,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_06_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860341
7509,779860340,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_04_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860340
7510,779860339,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_03_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860339
7511,779860338,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_16_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860338
7512,779860337,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_15_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860337
7513,779860335,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_13_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860335
7514,779860334,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_12_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860334
7515,779860333,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_11_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860333
7516,779860332,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_CoMC0034_10_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860332
7517,779860331,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_AuMC0283_06_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860331
7518,779860330,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_AuMC0183_18_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860330
7519,779860329,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_AuMC0183_11_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,779860329
7826,779858681,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V0767_22_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858681
7827,779858679,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1944_07_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858679
7828,779858678,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1944_22_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858678
7829,779858677,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1818_01_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858677
7830,779858676,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1806_03_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858676
7831,779858675,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1798_13_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858675
7832,779858674,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1774_13_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858674
7833,779858673,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1732_09_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858673
7834,779858672,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1732_02_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858672
7835,779858671,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1732_11_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858671
7836,779858670,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1720_13_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858670
7837,779858669,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1720_12_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858669
7838,779858668,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1720_10_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858668
7839,779858667,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1439_22_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858667
7840,779858666,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1404_36_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858666
7841,779858665,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1345_28_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858665
7842,779858664,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1311c_05_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858664
7843,779858663,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1311c_02_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858663
7844,779858662,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1311c_13_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858662
7845,779858661,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1311c_11_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858661
7846,779858660,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_Kr0032_08_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858660
7847,779858659,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_DIG0007_25_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858659
7848,779858658,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_DIG0143_33_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858658
7849,779858657,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_DIG0120_02_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858657
7850,779858656,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_Co0030_01_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858656
7851,779858655,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_CoMC0007_16_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858655
7852,779858654,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_CoMC0004_06_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858654
7853,779858653,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_CoMC0016_05_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,779858653
8162,779856915,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2125_03_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856915
8163,779856913,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2120_09_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856913
8164,779856912,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2120_01_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856912
8165,779856911,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2119_16_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856911
8166,779856910,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2118_07_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856910
8167,779856907,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2110_02_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856907
8168,779856906,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2101_02_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856906
8169,779856905,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2099_08_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856905
8170,779856904,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2099_14_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856904
8171,779856903,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2097_10_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856903
8172,779856902,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2096_02_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856902
8173,779856901,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2096_11_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856901
8174,779856897,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2093_07_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856897
8175,779856896,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2093_03_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856896
8176,779856895,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2091_06_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856895
8177,779856894,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2091_24_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856894
8178,779856893,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2086_28_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856893
8179,779856892,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2081_01_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856892
8180,779856891,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2080_16_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856891
8181,779856890,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2068_06_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856890
8182,779856889,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2055_11_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856889
8183,779856888,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2049_08_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856888
8184,779856887,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2049_06_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856887
8185,779856886,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V2039_10_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856886
8186,779856879,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V1928_16_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856879
8187,779856865,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Gracula_religiosa_V1826_24_short.mp3,Aves,Hill Myna,Gracula religiosa,Not Dangerous,779856865
8330,779856314,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0125_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856314
8331,779856313,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0124_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856313
8332,779856312,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0123_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856312
8333,779856311,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0122_03_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856311
8334,779856310,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0122_02_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856310
8335,779856309,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0122_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856309
8336,779856308,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0121_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856308
8337,779856307,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0120_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856307
8338,779856306,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0119_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,779856306
